"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"El Salvador","Urban population (1000 inhab)",2002,3564.991,,2007,3818.861,,2012,4179.885,,2017,4545.804,,,,
"El Salvador","Population density (inhab/km2)",2002,283.3714828897,,2007,290.200095057,,2012,296.479230038,,2017,303.6181558935,,,,
"El Salvador","GDP per capita (current US$/inhab)",2002,2131.909815,,2007,2796.387074,,2012,3437.599641,,2017,3908.521206,,,,
"El Salvador","Human Development Index (HDI) [highest = 1] (-)",2002,0.619,,2007,0.644,,2012,0.66,,2017,0.665,,,,
"El Salvador","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.4966,,2012,0.4493333333,,2017,0.4269,,,,
"El Salvador","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,280.5605239465,,2007,346.8827231768,,2012,339.536092382,,2017,331.5526337458,,,,
"El Salvador","Total population with access to safe drinking-water (JMP) (%)",2002,83.4,,2007,87.7,,2012,91.6,,2017,93.8,,,,
"El Salvador","Rural population with access to safe drinking-water (JMP) (%)",2002,67.9,,2007,75.0,,2012,82.2,,2017,86.5,,,,
"El Salvador","Urban population with access to safe drinking-water (JMP) (%)",2002,93.8,,2007,95.2,,2012,96.6,,2017,97.5,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Equatorial Guinea","Rural population (1000 inhab)",2002,316.058,,2007,322.609,,2012,321.964,,2017,359.435,,,,
"Equatorial Guinea","Urban population (1000 inhab)",2002,350.349,,2007,506.718,,2012,716.629,,2017,908.254,,,,
"Equatorial Guinea","Population density (inhab/km2)",2002,23.4718003565,,2007,29.2936541889,,2012,36.7626024955,,2017,44.9911586453,,,,
"Equatorial Guinea","GDP per capita (current US$/inhab)",2002,4076.549262,,2007,15761.837638,,2012,21557.629609,,2017,9874.401949,,,,
"Equatorial Guinea","Human Development Index (HDI) [highest = 1] (-)",2002,0.536,,2007,0.585,,2012,0.587,,2017,0.59,,,,
"Equatorial Guinea","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Equatorial Guinea","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,27.8864613964,,2007,24.0967667737,,2012,19.2010985356,,2017,15.6893570692,,,,
"Equatorial Guinea","Total population with access to safe drinking-water (JMP) (%)",2002,47.3,,2007,47.4,,2012,47.7,,2017,47.9,,,,
"Equatorial Guinea","Rural population with access to safe drinking-water (JMP) (%)",2002,38.7,,2007,35.4,,2012,32.1,,2017,31.5,,,,
"Equatorial Guinea","Urban population with access to safe drinking-water (JMP) (%)",2002,60.9,,2007,66.2,,2012,71.5,,2017,72.5,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Eritrea","Rural population (1000 inhab)",2002,2590.231,,2007,2782.012,,2012,2902.04,,2017,3069.11,,,,
"Eritrea","Urban population (1000 inhab)",2002,1024.408,,2007,1371.32,,2012,1658.937,,2017,1999.721,,,,
"Eritrea","Population density (inhab/km2)",2002,21.0974319728,,2007,25.4807482993,,2012,27.6369047619,,2017,29.0211989796,,,,
"Eritrea","GDP per capita (current US$/inhab)",2002,201.768882,,2007,317.329434,,2012,671.025986,,2017,1169.565874,,,,
"Eritrea","Human Development Index (HDI) [highest = 1] (-)",2002,,,2007,0.427,,2012,0.422,,2017,0.431,,,,
"Eritrea","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Eritrea","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,200.599905363,,2007,194.2242642838,,2012,179.0714131873,,2017,170.5298115118,,,,
"Eritrea","Total population with access to safe drinking-water (JMP) (%)",2002,52.1,,2007,54.8,,2012,57.5,,2017,57.8,,,,
"Eritrea","Rural population with access to safe drinking-water (JMP) (%)",2002,48.4,,2007,50.8,,2012,53.3,,2017,53.3,,,,
"Eritrea","Urban population with access to safe drinking-water (JMP) (%)",2002,68.9,,2007,71.0,,2012,73.2,,2017,73.2,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Estonia","Rural population (1000 inhab)",2002,427.045,,2007,423.663,,2012,424.323,,2017,409.687,,,,
"Estonia","Urban population (1000 inhab)",2002,955.687,,2007,920.409,,2012,900.611,,2017,899.945,,,,
"Estonia","Population density (inhab/km2)",2002,30.5711253593,,2007,29.7213353969,,2012,29.2540128233,,2017,29.0999117777,,,,
"Estonia","GDP per capita (current US$/inhab)",2002,5331.870189,,2007,16696.11391,,2012,17504.803438,,2017,20508.891852,,,,
"Estonia","Human Development Index (HDI) [highest = 1] (-)",2002,0.799,,2007,0.839,,2012,0.859,,2017,0.879,,,,
"Estonia","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.2704,,2007,0.21925,,2012,0.164875,,2017,0.1638,,,,
"Estonia","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,1021.8899974832,,2007,1364.2828662735,,2012,1232.6560904623,,2017,1352.8221375029,,,,
"Estonia","Total population with access to safe drinking-water (JMP) (%)",2002,99.1,,2007,99.3,,2012,99.5,,2017,99.6,,,,
"Estonia","Rural population with access to safe drinking-water (JMP) (%)",2002,97.6,,2007,98.2,,2012,98.7,,2017,99.0,,,,
"Estonia","Urban population with access to safe drinking-water (JMP) (%)",2002,99.8,,2007,99.8,,2012,99.9,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Eswatini","Rural population (1000 inhab)",2002,838.528,,2007,889.921,,2012,962.964,,2017,1044.238,,,,
"Eswatini","Urban population (1000 inhab)",2002,242.402,,2007,248.513,,2012,285.194,,2017,323.016,,,,
"Eswatini","Population density (inhab/km2)",2002,58.7015552995,,2007,60.0605990783,,2012,62.1709677419,,2017,64.7929147465,,,,
"Eswatini","GDP per capita (current US$/inhab)",2002,1324.990322,,2007,3047.496058,,2012,3915.065544,,2017,3251.938239,,,,
"Eswatini","Human Development Index (HDI) [highest = 1] (-)",2002,0.445,,2007,0.482,,2012,0.542,,2017,0.603,,,,
"Eswatini","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.5986,,2007,0.563,,2012,0.5333333333,,2017,0.5572,,,,
"Eswatini","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,1032.7174383426,,2007,1024.3110836597,,2012,989.5412531224,,2017,949.4979129716,,,,
"Eswatini","Total population with access to safe drinking-water (JMP) (%)",2002,55.6,,2007,64.8,,2012,74.2,,2017,74.1,,,,
"Eswatini","Rural population with access to safe drinking-water (JMP) (%)",2002,45.7,,2007,57.3,,2012,68.9,,2017,68.9,,,,
"Eswatini","Urban population with access to safe drinking-water (JMP) (%)",2002,89.6,,2007,91.6,,2012,93.6,,2017,93.6,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Ethiopia","Rural population (1000 inhab)",2002,59839.634,,2007,67946.189,,2012,75656.319,,2017,83640.582,,,,
"Ethiopia","Urban population (1000 inhab)",2002,10657.558,,2007,13054.22,,2012,16787.864,,2017,21316.856,,,,
"Ethiopia","Population density (inhab/km2)",2002,63.5172425971,,2007,73.0547387485,,2012,83.9690165716,,2017,96.3505605361,,,,
"Ethiopia","GDP per capita (current US$/inhab)",2002,109.097264,,2007,234.467508,,2012,456.605361,,2017,731.580209,,,,
"Ethiopia","Human Development Index (HDI) [highest = 1] (-)",2002,0.306,,2007,0.377,,2012,0.429,,2017,0.467,,,,
"Ethiopia","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,2017,0.5583,,,,
"Ethiopia","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,79.2391547038,,2007,103.5024281707,,2012,103.2170849824,,2017,99.1363490072,,,,
"Ethiopia","Total population with access to safe drinking-water (JMP) (%)",2002,32.7,,2007,42.0,,2012,51.6,,2017,57.3,,,,
"Ethiopia","Rural population with access to safe drinking-water (JMP) (%)",2002,22.8,,2007,32.8,,2012,42.7,,2017,48.6,,,,
"Ethiopia","Urban population with access to safe drinking-water (JMP) (%)",2002,87.9,,2007,89.9,,2012,91.9,,2017,93.1,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Faroe Islands","Rural population (1000 inhab)",2002,29.606,,2007,28.904,,2012,28.603,,2017,28.63,,,,
"Faroe Islands","Urban population (1000 inhab)",2002,18.163,,2007,19.544,,2012,20.063,,2017,20.66,,,,
"Faroe Islands","Population density (inhab/km2)",2002,33.8345272206,,2007,34.2585959885,,2012,34.2714899713,,2017,34.6210601719,,,,
"Faroe Islands","GDP per capita (current US$/inhab)",,,,,,,,,,,,,,,
"Faroe Islands","Human Development Index (HDI) [highest = 1] (-)",,,,,,,,,,,,,,,
"Faroe Islands","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Faroe Islands","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,,,,,,,,,,,,
"Faroe Islands","Total population with access to safe drinking-water (JMP) (%)",,,,,,,,,,,,,,,
"Faroe Islands","Rural population with access to safe drinking-water (JMP) (%)",,,,,,,,,,,,,,,
"Faroe Islands","Urban population with access to safe drinking-water (JMP) (%)",,,,,,,,,,,,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Fiji","Rural population (1000 inhab)",2002,418.511,,2007,411.92,,2012,408.88,,2017,400.76,,,,
"Fiji","Urban population (1000 inhab)",2002,397.18,,2007,422.892,,2012,464.716,,2017,504.742,,,,
"Fiji","Population density (inhab/km2)",2002,44.6227148331,,2007,45.7684729064,,2012,47.3491516147,,2017,48.0273125342,,,,
"Fiji","GDP per capita (current US$/inhab)",2002,2288.98694,,2007,4046.764379,,2012,4546.755785,,2017,5912.155229,,,,
"Fiji","Human Development Index (HDI) [highest = 1] (-)",2002,0.678,,2007,0.691,,2012,0.702,,2017,0.721,,,,
"Fiji","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.3939111111,,2012,0.4111888889,,2017,0.4181,,,,
"Fiji","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,101.7838546618,,2007,101.5319484806,,2012,98.1424603124,,2017,96.756657576,,,,
"Fiji","Total population with access to safe drinking-water (JMP) (%)",2002,91.6,,2007,93.8,,2012,95.6,,2017,95.7,,,,
"Fiji","Rural population with access to safe drinking-water (JMP) (%)",2002,86.3,,2007,89.0,,2012,91.2,,2017,91.2,,,,
"Fiji","Urban population with access to safe drinking-water (JMP) (%)",2002,97.2,,2007,98.5,,2012,99.5,,2017,99.5,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Finland","Rural population (1000 inhab)",2002,912.167,,2007,891.744,,2012,820.527,,2017,810.547,,,,
"Finland","Urban population (1000 inhab)",2002,4301.206,,2007,4406.27,,2012,4592.453,,2017,4712.684,,,,
"Finland","Population density (inhab/km2)",2002,15.4173177584,,2007,15.6543318953,,2012,16.0001477454,,2017,16.2841512779,,,,
"Finland","GDP per capita (current US$/inhab)",2002,26805.051927,,2007,48327.433191,,2012,47719.525035,,2017,46180.40861,,,,
"Finland","Human Development Index (HDI) [highest = 1] (-)",2002,0.867,,2007,0.901,,2012,0.908,,2017,0.924,,,,
"Finland","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.0884,,2007,0.0842,,2012,0.0756666667,,2017,0.0747,,,,
"Finland","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,434.0670511206,,2007,395.369874528,,2012,355.0736968315,,2017,338.7541865717,,,,
"Finland","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Finland","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Finland","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"France","Rural population (1000 inhab)",2002,14224.922,,2007,13866.281,,2012,13442.096,,2017,12879.012,,,,
"France","Urban population (1000 inhab)",2002,46000.154,,2007,48094.669,,2012,50197.777,,2017,52100.536,,,,
"France","Population density (inhab/km2)",2002,108.9137318108,,2007,112.675931086,,2012,115.7628457994,,2017,118.0915028037,,,,
"France","GDP per capita (current US$/inhab)",2002,24044.598089,,2007,41504.468752,,2012,40790.635786,,2017,38566.566085,,,,
"France","Human Development Index (HDI) [highest = 1] (-)",2002,0.845,,2007,0.867,,2012,0.878,,2017,0.89,,,,
"France","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.172,,2007,0.1442,,2012,0.095,,2017,0.0884,,,,
"France","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,541.223037651,,2007,507.6190785445,,2012,441.4905045403,,2017,407.7263574116,,,,
"France","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"France","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"France","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Gabon","Rural population (1000 inhab)",2002,254.12,,2007,242.107,,2012,234.816,,2017,223.245,,,,
"Gabon","Urban population (1000 inhab)",2002,1040.289,,2007,1247.086,,2012,1522.001,,2017,1801.892,,,,
"Gabon","Population density (inhab/km2)",2002,4.8130720664,,2007,5.501457018,,2012,6.5367131169,,2017,7.7140620914,,,,
"Gabon","GDP per capita (current US$/inhab)",2002,4174.348162,,2007,8352.817404,,2012,9774.192338,,2017,7372.081131,,,,
"Gabon","Human Development Index (HDI) [highest = 1] (-)",2002,0.632,,2007,0.643,,2012,0.672,,2017,0.7,,,,
"Gabon","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.535,,2012,0.511,,2017,0.5137,,,,
"Gabon","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,99.2148659295,,2007,94.4603840212,,2012,79.5001606006,,2017,67.366549094,,,,
"Gabon","Total population with access to safe drinking-water (JMP) (%)",2002,85.6,,2007,89.3,,2012,92.2,,2017,93.2,,,,
"Gabon","Rural population with access to safe drinking-water (JMP) (%)",2002,44.4,,2007,53.7,,2012,63.0,,2017,66.7,,,,
"Gabon","Urban population with access to safe drinking-water (JMP) (%)",2002,94.9,,2007,95.8,,2012,96.8,,2017,97.2,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Gambia","Rural population (1000 inhab)",2002,659.831,,2007,715.979,,2012,773.029,,2017,827.654,,,,
"Gambia","Urban population (1000 inhab)",2002,651.518,,2007,823.137,,2012,1029.096,,2017,1272.914,,,,
"Gambia","Population density (inhab/km2)",2002,124.2708849558,,2007,145.1192920354,,2012,168.5852212389,,2017,195.919380531,,,,
"Gambia","GDP per capita (current US$/inhab)",2002,732.822338,,2007,831.45327,,2012,785.18679,,2017,716.451019,,,,
"Gambia","Human Development Index (HDI) [highest = 1] (-)",2002,0.392,,2007,0.424,,2012,0.441,,2017,0.459,,,,
"Gambia","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.6764,,2007,0.6176,,2012,0.6236666667,,2017,0.6224,,,,
"Gambia","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,67.6085143716,,2007,61.9569618648,,2012,53.3329693813,,2017,45.8920930543,,,,
"Gambia","Total population with access to safe drinking-water (JMP) (%)",2002,84.0,,2007,87.1,,2012,90.1,,2017,90.2,,,,
"Gambia","Rural population with access to safe drinking-water (JMP) (%)",2002,77.6,,2007,81.0,,2012,84.4,,2017,84.4,,,,
"Gambia","Urban population with access to safe drinking-water (JMP) (%)",2002,90.4,,2007,92.3,,2012,94.2,,2017,94.2,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Georgia","Rural population (1000 inhab)",2002,2199.528,,2007,2003.024,,2012,1794.943,,2017,1634.019,,,,
"Georgia","Urban population (1000 inhab)",2002,2425.352,,2007,2387.511,,2012,2312.776,,2017,2278.042,,,,
"Georgia","Population density (inhab/km2)",2002,61.098579627,,2007,59.7828837877,,2012,58.3085509326,,2017,57.5138593974,,,,
"Georgia","GDP per capita (current US$/inhab)",2002,772.406056,,2007,2437.445917,,2012,4014.110052,,2017,4151.94766,,,,
"Georgia","Human Development Index (HDI) [highest = 1] (-)",2002,0.678,,2007,0.724,,2012,0.749,,2017,0.783,,,,
"Georgia","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,2017,0.3816,,,,
"Georgia","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,440.1758242378,,2007,436.6990035119,,2012,448.5611349704,,2017,454.7590799648,,,,
"Georgia","Total population with access to safe drinking-water (JMP) (%)",2002,90.8,,2007,94.6,,2012,98.3,,2017,100.0,,,,
"Georgia","Rural population with access to safe drinking-water (JMP) (%)",2002,83.3,,2007,89.8,,2012,96.4,,2017,100.0,,,,
"Georgia","Urban population with access to safe drinking-water (JMP) (%)",2002,97.6,,2007,98.8,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Germany","Rural population (1000 inhab)",2002,20097.558,,2007,19215.385,,2012,18507.405,,2017,18672.1,,,,
"Germany","Urban population (1000 inhab)",2002,61514.31,,2007,62129.072,,2012,62558.823,,2017,63442.124,,,,
"Germany","Population density (inhab/km2)",2002,228.3641104638,,2007,227.6052366284,,2012,226.7061287342,,2017,231.3741329601,,,,
"Germany","GDP per capita (current US$/inhab)",2002,25348.252377,,2007,42056.381691,,2012,43511.891834,,2017,44642.742052,,,,
"Germany","Human Development Index (HDI) [highest = 1] (-)",2002,0.883,,2007,0.914,,2012,0.927,,2017,0.938,,,,
"Germany","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",2002,0.126,,2007,0.109,,2012,0.063,,2017,0.0407,,,,
"Germany","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,463.0468444308,,2007,397.4023420655,,2012,324.8953872824,,2017,295.6468712094,,,,
"Germany","Total population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Germany","Rural population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,
"Germany","Urban population with access to safe drinking-water (JMP) (%)",2002,100.0,,2007,100.0,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Ghana","Rural population (1000 inhab)",2002,10903.66,,2007,11652.304,,2012,12333.058,,2017,12857.864,,,,
"Ghana","Urban population (1000 inhab)",2002,9020.862,,2007,11047.908,,2012,13399.991,,2017,15975.765,,,,
"Ghana","Population density (inhab/km2)",2002,84.8762513625,,2007,96.2687431877,,2012,108.9815125346,,2017,122.0821036304,,,,
"Ghana","GDP per capita (current US$/inhab)",2002,656.474772,,2007,1443.611449,,2012,2157.25583,,2017,2046.043362,,,,
"Ghana","Human Development Index (HDI) [highest = 1] (-)",2002,0.487,,2007,0.529,,2012,0.57,,2017,0.591,,,,
"Ghana","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.5768,,2012,0.5556666667,,2017,0.5537,,,,
"Ghana","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,51.1819865486,,2007,51.0310815049,,2012,50.6030631105,,2017,50.2927994866,,,,
"Ghana","Total population with access to safe drinking-water (JMP) (%)",2002,73.1,,2007,79.5,,2012,85.4,,2017,88.7,,,,
"Ghana","Rural population with access to safe drinking-water (JMP) (%)",2002,60.7,,2007,69.7,,2012,78.6,,2017,84.0,,,,
"Ghana","Urban population with access to safe drinking-water (JMP) (%)",2002,88.2,,2007,89.9,,2012,91.6,,2017,92.6,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Greece","Rural population (1000 inhab)",2002,2994.553,,2007,2822.571,,2012,2616.562,,2017,2374.332,,,,
"Greece","Urban population (1000 inhab)",2002,8222.246,,2007,8558.326,,2012,8761.695,,2017,8785.441,,,,
"Greece","Population density (inhab/km2)",2002,84.7401106396,,2007,84.2706729312,,2012,81.6999469536,,2017,80.0958623825,,,,
"Greece","GDP per capita (current US$/inhab)",2002,13714.959542,,2007,27983.874204,,2012,21591.239031,,2017,18243.102459,,,,
"Greece","Human Development Index (HDI) [highest = 1] (-)",2002,0.818,,2007,0.849,,2012,0.856,,2017,0.871,,,,
"Greece","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.1714,,2012,0.1506666667,,2017,0.1464,,,,
"Greece","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,828.0046019135,,2007,865.952337146,,2012,921.5179306427,,2017,1063.4706630903,,,,
"Greece","Total population with access to safe drinking-water (JMP) (%)",2002,99.1,,2007,99.7,,2012,100.0,,2017,100.0,,,,
"Greece","Rural population with access to safe drinking-water (JMP) (%)",2002,97.0,,2007,98.9,,2012,100.0,,2017,100.0,,,,
"Greece","Urban population with access to safe drinking-water (JMP) (%)",2002,99.8,,2007,99.9,,2012,100.0,,2017,100.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Grenade","Rural population (1000 inhab)",2002,65.432,,2007,66.416,,2012,67.646,,2017,68.831,,,,
"Grenade","Urban population (1000 inhab)",2002,36.668,,2007,37.17,,2012,37.835,,2017,38.994,,,,
"Grenade","Population density (inhab/km2)",2002,304.8058823529,,2007,309.3823529412,,2012,316.0176470588,,2017,326.1,,,,
"Grenade","GDP per capita (current US$/inhab)",2002,5292.233468,,2007,7324.205831,,2012,7583.180682,,2017,10439.931494,,,,
"Grenade","Human Development Index (HDI) [highest = 1] (-)",2002,0.711,,2007,0.74,,2012,0.747,,2017,0.76,,,,
"Grenade","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Grenade","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",,,,2007,103.7276462697,,2012,122.7489984633,,2017,127.1713837329,,,,
"Grenade","Total population with access to safe drinking-water (JMP) (%)",2002,96.6,,2007,96.6,,2012,96.6,,2017,96.6,,,,
"Grenade","Rural population with access to safe drinking-water (JMP) (%)",2002,95.3,,2007,95.3,,2012,95.3,,2017,95.3,,,,
"Grenade","Urban population with access to safe drinking-water (JMP) (%)",2002,99.0,,2007,99.0,,2012,99.0,,2017,99.0,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Guatemala","Rural population (1000 inhab)",2002,6592.165,,2007,7191.525,,2012,7788.239,,2017,8341.671,,,,
"Guatemala","Urban population (1000 inhab)",2002,5616.683,,2007,6508.761,,2012,7482.817,,2017,8571.832,,,,
"Guatemala","Population density (inhab/km2)",2002,112.1209293783,,2007,125.8180457342,,2012,140.2403434659,,2017,155.3399761227,,,,
"Guatemala","GDP per capita (current US$/inhab)",2002,1701.761695,,2007,2489.954536,,2012,3299.603276,,2017,4470.96539,,,,
"Guatemala","Human Development Index (HDI) [highest = 1] (-)",2002,0.56,,2007,0.588,,2012,0.613,,2017,0.649,,,,
"Guatemala","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,2007,0.565,,2012,0.531,,2017,0.5332,,,,
"Guatemala","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,213.5122081328,,2007,242.6292452728,,2012,217.6772868901,,2017,196.5182320749,,,,
"Guatemala","Total population with access to safe drinking-water (JMP) (%)",2002,85.2,,2007,88.7,,2012,92.0,,2017,92.8,,,,
"Guatemala","Rural population with access to safe drinking-water (JMP) (%)",2002,77.6,,2007,81.8,,2012,86.0,,2017,86.8,,,,
"Guatemala","Urban population with access to safe drinking-water (JMP) (%)",2002,94.3,,2007,96.2,,2012,98.0,,2017,98.4,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Guinea","Rural population (1000 inhab)",2002,6266.378,,2007,6782.797,,2012,7416.978,,2017,8165.321,,,,
"Guinea","Urban population (1000 inhab)",2002,2870.967,,2007,3313.93,,2012,3864.491,,2017,4551.855,,,,
"Guinea","Population density (inhab/km2)",2002,34.9226144961,,2007,38.7137476613,,2012,43.3255958676,,2017,49.0828886358,,,,
"Guinea","GDP per capita (current US$/inhab)",2002,446.469879,,2007,622.173654,,2012,677.043493,,2017,779.651277,,,,
"Guinea","Human Development Index (HDI) [highest = 1] (-)",2002,0.351,,2007,0.393,,2012,0.431,,2017,0.463,,,,
"Guinea","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Guinea","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,65.4012532387,,2007,60.295254483,,2012,53.8770493627,,2017,47.5574142456,,,,
"Guinea","Total population with access to safe drinking-water (JMP) (%)",2002,64.8,,2007,69.8,,2012,74.8,,2017,76.8,,,,
"Guinea","Rural population with access to safe drinking-water (JMP) (%)",2002,53.3,,2007,59.2,,2012,65.0,,2017,67.4,,,,
"Guinea","Urban population with access to safe drinking-water (JMP) (%)",2002,89.5,,2007,90.9,,2012,92.2,,2017,92.7,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Guinea-Bissau","Rural population (1000 inhab)",2002,814.873,,2007,882.992,,2012,968.011,,2017,1061.947,,,,
"Guinea-Bissau","Urban population (1000 inhab)",2002,478.65,,2007,562.966,,2012,670.128,,2017,799.336,,,,
"Guinea-Bissau","Population density (inhab/km2)",2002,34.7205369499,,2007,39.0684472737,,2012,44.4223360089,,2017,50.5990866316,,,,
"Guinea-Bissau","GDP per capita (current US$/inhab)",2002,315.615673,,2007,481.335027,,2012,603.933406,,2017,725.401249,,,,
"Guinea-Bissau","Human Development Index (HDI) [highest = 1] (-)",2002,,,2007,0.407,,2012,0.437,,2017,0.46,,,,
"Guinea-Bissau","Gender Inequality Index (GII) [equality = 0; inequality = 1) (-)",,,,,,,,,,,,,,,
"Guinea-Bissau","Total water withdrawal per capita (m<sup>3</sup>/year per inhabitant)",2002,144.2859955694,,2007,134.6044718439,,2012,118.3816112236,,2017,103.9304869143,,,,
"Guinea-Bissau","Total population with access to safe drinking-water (JMP) (%)",2002,55.5,,2007,64.3,,2012,73.6,,2017,79.3,,,,
"Guinea-Bissau","Rural population with access to safe drinking-water (JMP) (%)",2002,45.4,,2007,51.1,,2012,56.9,,2017,60.3,,,,
"Guinea-Bissau","Urban population with access to safe drinking-water (JMP) (%)",2002,71.6,,2007,82.1,,2012,92.5,,2017,98.8,,,,

"",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,,"2018-2022",
"Guyana","Rural population (1000 inhab)",2002,537.46,,2007,543.379,,2012,554.275,,2017,571.434,,,,
"Guyana","Urban population (1000 inhab)",2002,214.424,,2007,204.49,,2012,198.816,,2017,206.425,,,,
