

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Brazil",76,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.7199028565,"I","","0"
"Brazil",76,"SDG 6.4.2. Water Stress",4550,2007,2.9418439716,"E","","0"
"Brazil",76,"SDG 6.4.1. Water Use Efficiency",4551,2007,19.7572649413,"E","","0"
"Brunei Darussalam",96,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.0823529412,"I","","0"
"Brunei Darussalam",96,"SDG 6.4.2. Water Stress",4550,2007,3.4664657121,"E","","0"
"Bulgaria",100,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,29.1164319249,"E","","0"
"Bulgaria",100,"SDG 6.4.2. Water Stress",4550,2007,45.8407864587,"E","","0"
"Bulgaria",100,"SDG 6.4.1. Water Use Efficiency",4551,2007,5.8326347856,"E","","0"
"Burkina Faso",854,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,6.0592592593,"I","","0"
"Burkina Faso",854,"SDG 6.4.2. Water Stress",4550,2007,7.8202676864,"E","","0"
"Burkina Faso",854,"SDG 6.4.1. Water Use Efficiency",4551,2007,6.6639290605,"I","","0"
"Burundi",108,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,2.2343650287,"E","","0"
"Burundi",108,"SDG 6.4.2. Water Stress",4550,2007,10.19286754,"E","","0"
"Burundi",108,"SDG 6.4.1. Water Use Efficiency",4551,2007,4.4992212408,"I","","0"
"Cabo Verde",132,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,8.4333333333,"E","","0"
"Cabo Verde",132,"SDG 6.4.2. Water Stress",4550,2007,8.4333333333,"E","","0"
"Cabo Verde",132,"SDG 6.4.1. Water Use Efficiency",4551,2007,40.3270827781,"I","","0"
"Cambodia",116,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.4587271582,"I","","0"
"Cambodia",116,"SDG 6.4.2. Water Stress",4550,2007,1.0365448505,"E","","0"
"Cambodia",116,"SDG 6.4.1. Water Use Efficiency",4551,2007,3.5089164418,"E","","0"
"Cameroon",120,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.3843898993,"E","","0"
"Cameroon",120,"SDG 6.4.2. Water Stress",4550,2007,1.5604301075,"E","","0"
"Cameroon",120,"SDG 6.4.1. Water Use Efficiency",4551,2007,15.8558103602,"I","","0"
"Canada",124,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.4237525844,"E","","0"
"Canada",124,"SDG 6.4.2. Water Stress",4550,2007,4.2551287333,"E","","0"
"Canada",124,"SDG 6.4.1. Water Use Efficiency",4551,2007,30.7607941778,"I","","0"
"Central African Republic",140,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.0514184397,"I","","0"
"Central African Republic",140,"SDG 6.4.2. Water Stress",4550,2007,0.3356481481,"E","","0"
"Central African Republic",140,"SDG 6.4.1. Water Use Efficiency",4551,2007,15.9340091764,"E","","0"
"Chad",148,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.924726477,"I","","0"
"Chad",148,"SDG 6.4.2. Water Stress",4550,2007,4.294921875,"E","","0"
"Chad",148,"SDG 6.4.1. Water Use Efficiency",4551,2007,6.45717627,"I","","0"
"Chile",152,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,3.8316035794,"E","","0"
"Chile",152,"SDG 6.4.2. Water Stress",4550,2007,8.982121089,"E","","0"
"Chile",152,"SDG 6.4.1. Water Use Efficiency",4551,2007,4.8101340052,"I","","0"
"China",156,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,20.0230968024,"E","","0"
"China",156,"SDG 6.4.2. Water Stress",4550,2007,41.5345963395,"E","","0"
"China",156,"SDG 6.4.1. Water Use Efficiency",4551,2007,9.908302183,"E","","0"
"Colombia",170,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.4773040254,"E","","0"
"Colombia",170,"SDG 6.4.2. Water Stress",4550,2007,1.6862836826,"E","","0"
"Colombia",170,"SDG 6.4.1. Water Use Efficiency",4551,2007,16.1069585428,"I","","0"
"Comoros",174,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.8333333333,"I","","0"
"Comoros",174,"SDG 6.4.2. Water Stress",4550,2007,0.8333333333,"I","","0"
"Comoros",174,"SDG 6.4.1. Water Use Efficiency",4551,2007,44.1101749056,"I","","0"
"Congo",178,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.0055288462,"I","","0"
"Congo",178,"SDG 6.4.2. Water Stress",4550,2007,0.0274463007,"E","","0"
"Congo",178,"SDG 6.4.1. Water Use Efficiency",4551,2007,79.5617268483,"I","","0"
"Côte d'Ivoire",384,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.7377122785,"E","","0"
"Côte d'Ivoire",384,"SDG 6.4.2. Water Stress",4550,2007,6.4015372641,"E","","0"
"Côte d'Ivoire",384,"SDG 6.4.1. Water Use Efficiency",4551,2007,10.8882398619,"I","","0"
"Croatia",191,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.6170345295,"E","","0"
"Croatia",191,"SDG 6.4.2. Water Stress",4550,2007,1.4472463952,"E","","0"
"Croatia",191,"SDG 6.4.1. Water Use Efficiency",4551,2007,66.7330241999,"I","","0"
"Cuba",192,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,12.9493704092,"E","","0"
"Cuba",192,"SDG 6.4.2. Water Stress",4550,2007,16.9836573198,"E","","0"
"Cuba",192,"SDG 6.4.1. Water Use Efficiency",4551,2007,13.5607428633,"I","","0"
"Cyprus",196,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,21.0384615385,"E","","0"
"Cyprus",196,"SDG 6.4.2. Water Stress",4550,2007,22.4302897758,"E","","0"
"Cyprus",196,"SDG 6.4.1. Water Use Efficiency",4551,2007,81.4545075446,"I","","0"
"Czechia",203,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,14.9779467681,"E","","0"
"Czechia",203,"SDG 6.4.2. Water Stress",4550,2007,29.9513381995,"E","","0"
"Czechia",203,"SDG 6.4.1. Water Use Efficiency",4551,2007,77.3495873213,"I","","0"
"Democratic People's Republic of Korea",408,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,11.2220349968,"I","","0"
"Democratic People's Republic of Korea",408,"SDG 6.4.2. Water Stress",4550,2007,27.7404677988,"E","","0"
"Democratic People's Republic of Korea",408,"SDG 6.4.1. Water Use Efficiency",4551,2007,1.6667467661,"I","","0"
"Democratic Republic of the Congo",180,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.0532813718,"I","","0"
"Democratic Republic of the Congo",180,"SDG 6.4.2. Water Stress",4550,2007,0.2268835048,"E","","0"
"Democratic Republic of the Congo",180,"SDG 6.4.1. Water Use Efficiency",4551,2007,24.0830577008,"I","","0"
"Denmark",208,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,9.2566666667,"E","","0"
"Denmark",208,"SDG 6.4.2. Water Stress",4550,2007,15.0189291509,"E","","0"
"Denmark",208,"SDG 6.4.1. Water Use Efficiency",4551,2007,432.7915430484,"I","","0"
"Djibouti",262,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,6.3333333333,"I","","0"
"Djibouti",262,"SDG 6.4.2. Water Stress",4550,2007,6.3333333333,"I","","0"
"Dominica",212,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,9.15,"I","","0"
"Dominica",212,"SDG 6.4.2. Water Stress",4550,2007,9.15,"I","","0"
"Dominican Republic",214,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,26.1463829787,"E","","0"
"Dominican Republic",214,"SDG 6.4.2. Water Stress",4550,2007,34.0523165595,"E","","0"
"Dominican Republic",214,"SDG 6.4.1. Water Use Efficiency",4551,2007,6.7970012368,"I","","0"
"Ecuador",218,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,2.2413652803,"I","","0"
"Ecuador",218,"SDG 6.4.2. Water Stress",4550,2007,6.7823529412,"E","","0"
"Ecuador",218,"SDG 6.4.1. Water Use Efficiency",4551,2007,6.576331504,"I","","0"
"Egypt",818,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,128.047826087,"E","","0"
"Egypt",818,"SDG 6.4.2. Water Stress",4550,2007,134.1120218579,"E","","0"
"Egypt",818,"SDG 6.4.1. Water Use Efficiency",4551,2007,2.9969443158,"E","","0"
"El Salvador",222,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,8.0624286258,"I","","0"
"El Salvador",222,"SDG 6.4.2. Water Stress",4550,2007,13.2127261385,"E","","0"
"El Salvador",222,"SDG 6.4.1. Water Use Efficiency",4551,2007,8.5179375409,"I","","0"
"Equatorial Guinea",226,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.0761538462,"E","","0"
"Equatorial Guinea",226,"SDG 6.4.2. Water Stress",4550,2007,0.1835032437,"E","","0"
"Eritrea",232,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,7.956254272,"I","","0"
"Eritrea",232,"SDG 6.4.2. Water Stress",4550,2007,11.1751152074,"E","","0"
"Eritrea",232,"SDG 6.4.1. Water Use Efficiency",4551,2007,4.457417802,"I","","0"
"Estonia",233,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,14.3206309542,"E","","0"
"Estonia",233,"SDG 6.4.2. Water Stress",4550,2007,19.8474025974,"E","","0"
"Estonia",233,"SDG 6.4.1. Water Use Efficiency",4551,2007,10.7411304749,"I","","0"
"Eswatini",748,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,23.6807095344,"E","","0"
"Eswatini",748,"SDG 6.4.2. Water Stress",4550,2007,77.559912854,"E","","0"
"Eswatini",748,"SDG 6.4.1. Water Use Efficiency",4551,2007,2.8180489029,"I","","0"
"Ethiopia",231,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,6.8442548435,"I","","0"
"Ethiopia",231,"SDG 6.4.2. Water Stress",4550,2007,25.5351403948,"E","","0"
"Ethiopia",231,"SDG 6.4.1. Water Use Efficiency",4551,2007,1.7618393994,"E","","0"
"Fiji",242,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.2973730298,"I","","0"
"Fiji",242,"SDG 6.4.2. Water Stress",4550,2007,0.2973730298,"I","","0"
"Fiji",242,"SDG 6.4.1. Water Use Efficiency",4551,2007,35.5022283222,"I","","0"
"Finland",246,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,5.9654545455,"I","","0"
"Finland",246,"SDG 6.4.2. Water Stress",4550,2007,15.5608252312,"E","","0"
"France",250,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,14.6881516588,"E","","0"
"France",250,"SDG 6.4.2. Water Stress",4550,2007,27.1312264729,"E","","0"
"France",250,"SDG 6.4.1. Water Use Efficiency",4551,2007,65.6522999799,"I","","0"
"Gabon",266,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.0837951807,"I","","0"
"Gabon",266,"SDG 6.4.2. Water Stress",4550,2007,0.502166065,"E","","0"
"Gabon",266,"SDG 6.4.1. Water Use Efficiency",4551,2007,70.1233601077,"E","","0"
"Gambia",270,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.27,"E","","0"
"Gambia",270,"SDG 6.4.2. Water Stress",4550,2007,2.2096563723,"E","","0"
"Gambia",270,"SDG 6.4.1. Water Use Efficiency",4551,2007,7.6962776768,"I","","0"
"Georgia",268,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,2.8733091215,"I","","0"
"Georgia",268,"SDG 6.4.2. Water Stress",4550,2007,5.9272529859,"E","","0"
"Georgia",268,"SDG 6.4.1. Water Use Efficiency",4551,2007,4.8582568019,"I","","0"
"Germany",276,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,20.9480519481,"E","","0"
"Germany",276,"SDG 6.4.2. Water Stress",4550,2007,44.2160087719,"E","","0"
"Germany",276,"SDG 6.4.1. Water Use Efficiency",4551,2007,85.8134891076,"I","","0"
"Ghana",288,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,2.0851868327,"E","","0"
"Ghana",288,"SDG 6.4.2. Water Stress",4550,2007,5.108435048,"E","","0"
"Ghana",288,"SDG 6.4.1. Water Use Efficiency",4551,2007,16.6778561963,"I","","0"
"Greece",300,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,14.0638888889,"E","","0"
"Greece",300,"SDG 6.4.2. Water Stress",4550,2007,19.4612583451,"E","","0"
"Greece",300,"SDG 6.4.1. Water Use Efficiency",4551,2007,24.0024764568,"E","","0"
"Grenade",308,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,5.4555555556,"I","","0"
"Grenade",308,"SDG 6.4.2. Water Stress",4550,2007,5.4555555556,"I","","0"
"Guatemala",320,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,2.5987803925,"I","","0"
"Guatemala",320,"SDG 6.4.2. Water Stress",4550,2007,5.7420970807,"E","","0"
"Guatemala",320,"SDG 6.4.1. Water Use Efficiency",4551,2007,12.8586922929,"I","","0"
"Guinea",324,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.2539823009,"I","","0"
"Guinea",324,"SDG 6.4.2. Water Stress",4550,2007,0.8830769231,"E","","0"
"Guinea",324,"SDG 6.4.1. Water Use Efficiency",4551,2007,8.8446060181,"I","","0"
"Guinea-Bissau",624,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.5573248408,"I","","0"
"Guinea-Bissau",624,"SDG 6.4.2. Water Stress",4550,2007,1.4957264957,"E","","0"
"Guinea-Bissau",624,"SDG 6.4.1. Water Use Efficiency",4551,2007,2.3557371444,"I","","0"
"Guyana",328,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.5593357934,"E","","0"
"Guyana",328,"SDG 6.4.2. Water Stress",4550,2007,3.4607305936,"E","","0"
"Haiti",332,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,10.1723821749,"I","","0"
"Haiti",332,"SDG 6.4.2. Water Stress",4550,2007,13.1656952979,"E","","0"
"Haiti",332,"SDG 6.4.1. Water Use Efficiency",4551,2007,3.9784768691,"I","","0"
"Honduras",340,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.7436309188,"I","","0"
"Honduras",340,"SDG 6.4.2. Water Stress",4550,2007,4.621268764,"E","","0"
"Honduras",340,"SDG 6.4.1. Water Use Efficiency",4551,2007,8.9016971326,"I","","0"
"Hungary",348,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,5.2756410256,"E","","0"
"Hungary",348,"SDG 6.4.2. Water Stress",4550,2007,9.4761082326,"E","","0"
"Hungary",348,"SDG 6.4.1. Water Use Efficiency",4551,2007,17.5094693507,"I","","0"
"Iceland",352,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.1259264706,"E","","0"
"Iceland",352,"SDG 6.4.2. Water Stress",4550,2007,0.2909022965,"E","","0"
"India",356,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,37.4598058506,"E","","0"
"India",356,"SDG 6.4.2. Water Stress",4550,2007,73.5078486342,"E","","0"
"India",356,"SDG 6.4.1. Water Use Efficiency",4551,2007,1.5680281948,"I","","0"
"Indonesia",360,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,7.9812348293,"I","","0"
"Indonesia",360,"SDG 6.4.2. Water Stress",4550,2007,21.4908880219,"E","","0"
"Indonesia",360,"SDG 6.4.1. Water Use Efficiency",4551,2007,2.8922130953,"I","","0"
"Iran (Islamic Republic of)",364,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,67.8244372286,"I","","0"
"Iran (Islamic Republic of)",364,"SDG 6.4.2. Water Stress",4550,2007,81.2890812891,"E","","0"
"Iran (Islamic Republic of)",364,"SDG 6.4.1. Water Use Efficiency",4551,2007,4.0522054202,"I","","0"
"Iraq",368,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,58.9698419764,"I","","0"
"Iraq",368,"SDG 6.4.2. Water Stress",4550,2007,74.4245786517,"E","","0"
"Iraq",368,"SDG 6.4.1. Water Use Efficiency",4551,2007,1.8719253979,"I","","0"
"Ireland",372,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.4038461538,"E","","0"
"Ireland",372,"SDG 6.4.2. Water Stress",4550,2007,3.5129932628,"E","","0"
"Ireland",372,"SDG 6.4.1. Water Use Efficiency",4551,2007,273.2913589307,"I","","0"
"Israel",376,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,77.5,"I","","0"
"Israel",376,"SDG 6.4.2. Water Stress",4550,2007,119.0147528255,"E","","0"
"Israel",376,"SDG 6.4.1. Water Use Efficiency",4551,2007,108.0181251472,"E","","0"
"Italy",380,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,17.4889259721,"E","","0"
"Italy",380,"SDG 6.4.2. Water Stress",4550,2007,29.4795271695,"E","","0"
"Italy",380,"SDG 6.4.1. Water Use Efficiency",4551,2007,52.5232964678,"I","","0"
"Jamaica",388,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,12.4041393329,"I","","0"
"Jamaica",388,"SDG 6.4.2. Water Stress",4550,2007,12.4041393329,"I","","0"
"Jamaica",388,"SDG 6.4.1. Water Use Efficiency",4551,2007,12.63672476,"I","","0"
"Japan",392,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,19.2441860465,"E","","0"
"Japan",392,"SDG 6.4.2. Water Stress",4550,2007,38.0459770115,"E","","0"
"Japan",392,"SDG 6.4.1. Water Use Efficiency",4551,2007,51.5225398824,"I","","0"
"Jordan",400,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,99.4663820704,"E","","0"
"Jordan",400,"SDG 6.4.2. Water Stress",4550,2007,103.2229482778,"E","","0"
"Jordan",400,"SDG 6.4.1. Water Use Efficiency",4551,2007,29.6810010493,"E","","0"
"Kazakhstan",398,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,21.0404944193,"E","","0"
"Kazakhstan",398,"SDG 6.4.2. Water Stress",4550,2007,31.6366158114,"E","","0"
"Kazakhstan",398,"SDG 6.4.1. Water Use Efficiency",4551,2007,5.2299204527,"I","","0"
"Kenya",404,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,9.228478362,"I","","0"
"Kenya",404,"SDG 6.4.2. Water Stress",4550,2007,23.3564951125,"E","","0"
"Kenya",404,"SDG 6.4.1. Water Use Efficiency",4551,2007,10.7864361731,"I","","0"
"Kuwait",414,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,2584.2307692308,"E","","0"
"Kuwait",414,"SDG 6.4.2. Water Stress",4550,2007,2584.2307692308,"E","","0"
"Kuwait",414,"SDG 6.4.1. Water Use Efficiency",4551,2007,103.7724618153,"E","","0"
"Kyrgyzstan",417,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,32.6318909306,"I","","0"
"Kyrgyzstan",417,"SDG 6.4.2. Water Stress",4550,2007,50.0389559797,"E","","0"
"Kyrgyzstan",417,"SDG 6.4.1. Water Use Efficiency",4551,2007,0.5076057718,"I","","0"
"Lao People's Democratic Republic",418,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.3190404798,"E","","0"
"Lao People's Democratic Republic",418,"SDG 6.4.2. Water Stress",4550,2007,2.8676662321,"E","","0"
"Lao People's Democratic Republic",418,"SDG 6.4.1. Water Use Efficiency",4551,2007,1.3064075356,"I","","0"
"Latvia",428,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.5912993703,"E","","0"
"Latvia",428,"SDG 6.4.2. Water Stress",4550,2007,1.2174425457,"E","","0"
"Latvia",428,"SDG 6.4.1. Water Use Efficiency",4551,2007,112.6793641438,"I","","0"
"Lebanon",422,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,27.5194314901,"I","","0"
"Lebanon",422,"SDG 6.4.2. Water Stress",4550,2007,40.2076573653,"E","","0"
"Lebanon",422,"SDG 6.4.1. Water Use Efficiency",4551,2007,22.2848981019,"I","","0"
"Lesotho",426,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.4493712773,"E","","0"
"Lesotho",426,"SDG 6.4.2. Water Stress",4550,2007,2.5659050967,"E","","0"
"Lesotho",426,"SDG 6.4.1. Water Use Efficiency",4551,2007,36.0110043622,"I","","0"
"Liberia",430,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.062887931,"E","","0"
"Liberia",430,"SDG 6.4.2. Water Stress",4550,2007,0.2643115942,"E","","0"
"Liberia",430,"SDG 6.4.1. Water Use Efficiency",4551,2007,2.1082090923,"E","","0"
"Libya",434,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,732.0918367347,"E","","0"
"Libya",434,"SDG 6.4.2. Water Stress",4550,2007,732.0918367347,"E","","0"
"Libya",434,"SDG 6.4.1. Water Use Efficiency",4551,2007,28.4663955331,"I","","0"
"Lithuania",440,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,9.2408163265,"E","","0"
"Lithuania",440,"SDG 6.4.2. Water Stress",4550,2007,16.322999279,"E","","0"
"Lithuania",440,"SDG 6.4.1. Water Use Efficiency",4551,2007,14.7417284944,"I","","0"
"Luxembourg",442,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.4217142857,"I","","0"
"Luxembourg",442,"SDG 6.4.2. Water Stress",4550,2007,4.1260364842,"E","","0"
"Madagascar",450,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,4.0228189911,"E","","0"
"Madagascar",450,"SDG 6.4.2. Water Stress",4550,2007,11.3446861925,"E","","0"
"Madagascar",450,"SDG 6.4.1. Water Use Efficiency",4551,2007,0.5641497135,"I","","0"
"Malawi",454,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,7.8518518519,"I","","0"
"Malawi",454,"SDG 6.4.2. Water Stress",4550,2007,17.5048380854,"E","","0"
"Malawi",454,"SDG 6.4.1. Water Use Efficiency",4551,2007,1.9795659949,"I","","0"
"Malaysia",458,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.0195825771,"I","","0"
"Malaysia",458,"SDG 6.4.2. Water Stress",4550,2007,3.0326045884,"E","","0"
"Malaysia",458,"SDG 6.4.1. Water Use Efficiency",4551,2007,34.4651997493,"I","","0"
"Maldives",462,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,15.4603174603,"I","","0"
"Maldives",462,"SDG 6.4.2. Water Stress",4550,2007,15.4603174603,"I","","0"
"Mali",466,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,4.3216666667,"I","","0"
"Mali",466,"SDG 6.4.2. Water Stress",4550,2007,8.0030864198,"E","","0"
"Mali",466,"SDG 6.4.1. Water Use Efficiency",4551,2007,0.7935785885,"E","","0"
"Malta",470,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,72.8712871287,"E","","0"
"Malta",470,"SDG 6.4.2. Water Stress",4550,2007,72.8712871287,"E","","0"
"Malta",470,"SDG 6.4.1. Water Use Efficiency",4551,2007,142.3746281842,"I","","0"
"Mauritania",478,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,11.8263157895,"E","","0"
"Mauritania",478,"SDG 6.4.2. Water Stress",4550,2007,13.2462173315,"E","","0"
"Mauritania",478,"SDG 6.4.1. Water Use Efficiency",4551,2007,2.5667308224,"I","","0"
"Mauritius",480,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,22.9007633588,"E","","0"
"Mauritius",480,"SDG 6.4.2. Water Stress",4550,2007,22.9007633588,"E","","0"
"Mauritius",480,"SDG 6.4.1. Water Use Efficiency",4551,2007,11.7268543207,"I","","0"
"Mexico",484,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,17.0279375087,"E","","0"
"Mexico",484,"SDG 6.4.2. Water Stress",4550,2007,29.5024532237,"E","","0"
"Mexico",484,"SDG 6.4.1. Water Use Efficiency",4551,2007,11.9796778518,"E","","0"
"Mongolia",496,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.5622605364,"I","","0"
"Mongolia",496,"SDG 6.4.2. Water Stress",4550,2007,3.9916789036,"E","","0"
"Mongolia",496,"SDG 6.4.1. Water Use Efficiency",4551,2007,8.9512521107,"I","","0"
"Morocco",504,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,41.9413793103,"I","","0"
"Morocco",504,"SDG 6.4.2. Water Stress",4550,2007,58.3833341333,"E","","0"
"Morocco",504,"SDG 6.4.1. Water Use Efficiency",4551,2007,4.5524776052,"I","","0"
"Mozambique",508,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.5374244917,"E","","0"
"Mozambique",508,"SDG 6.4.2. Water Stress",4550,2007,1.3873348055,"E","","0"
"Mozambique",508,"SDG 6.4.1. Water Use Efficiency",4551,2007,5.1860838082,"I","","0"
"Myanmar",104,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,2.8456071245,"I","","0"
"Myanmar",104,"SDG 6.4.2. Water Stress",4550,2007,5.8015013966,"E","","0"
"Myanmar",104,"SDG 6.4.1. Water Use Efficiency",4551,2007,0.6945477023,"I","","0"
"Namibia",516,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.7063392633,"I","","0"
"Namibia",516,"SDG 6.4.2. Water Stress",4550,2007,0.8615525672,"E","","0"
"Namibia",516,"SDG 6.4.1. Water Use Efficiency",4551,2007,24.0261371988,"I","","0"
"Nepal",524,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,4.5181255947,"E","","0"
"Nepal",524,"SDG 6.4.2. Water Stress",4550,2007,8.3118326623,"E","","0"
"Nepal",524,"SDG 6.4.1. Water Use Efficiency",4551,2007,1.4194899185,"I","","0"
"Netherlands",528,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,12.021978022,"E","","0"
"Netherlands",528,"SDG 6.4.2. Water Stress",4550,2007,20.7708372888,"E","","0"
"Netherlands",528,"SDG 6.4.1. Water Use Efficiency",4551,2007,59.3665265267,"I","","0"
"New Zealand",554,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,1.5233180428,"I","","0"
"New Zealand",554,"SDG 6.4.2. Water Stress",4550,2007,4.0596984515,"E","","0"
"New Zealand",554,"SDG 6.4.1. Water Use Efficiency",4551,2007,27.9740367066,"I","","0"
"Nicaragua",558,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,0.9304643812,"E","","0"
"Nicaragua",558,"SDG 6.4.2. Water Stress",4550,2007,2.6706210747,"E","","0"
"Nicaragua",558,"SDG 6.4.1. Water Use Efficiency",4551,2007,4.6115003383,"I","","0"
"Niger",562,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources",4275,2007,3.2332191222,"I","","0"
"Niger",562,"SDG 6.4.2. Water Stress",4550,2007,4.6967197573,"E","","0"
